,LegitCount,MI,SpamCount,Term
23925,6.0,0.9703672542349858,131.0,click
38661,236.0,0.9513174408713024,105.0,using
17099,62.0,0.9316314025581366,123.0,service
24694,44.0,0.9292642041158751,124.0,easy
13498,410.0,0.9233318004768588,72.0,contact
28939,258.0,0.9193701059420852,97.0,same
15877,241.0,0.9155224472681596,99.0,being
6243,687.0,0.914126448030376,9.0,english
32562,256.0,0.9038388249272512,95.0,questions
4701,126.0,0.8986285027954612,112.0,right
25358,336.0,0.8971345666377399,81.0,form
25746,13.0,0.8966085445561367,121.0,removed
39435,226.0,0.8936212331124525,98.0,place
28630,195.0,0.8906179031488565,102.0,years
6319,566.0,0.8854441175209085,34.0,research
12643,189.0,0.8848813203847015,102.0,help
39841,51.0,0.8816722750049499,117.0,cost
22311,311.0,0.8761290552120378,82.0,different
32606,134.0,0.8628866668718815,106.0,again
33900,111.0,0.8580094084277516,108.0,back
24390,230.0,0.8569214339623811,92.0,full
11274,142.0,0.8486988511727218,103.0,type
17050,116.0,0.8478210173012329,106.0,great
44208,55.0,0.8474655274212802,112.0,start
1347,257.0,0.8445517736807853,86.0,made
35862,152.0,0.8365870838407201,100.0,thank
1162,355.0,0.8351467784405793,68.0,further
8966,219.0,0.8322010859830304,90.0,date
24589,75.0,0.8311505829856103,108.0,week
7961,124.0,0.8261186677348893,102.0,read
13540,66.0,0.8251593406991017,108.0,ever
25221,365.0,0.8213783571743334,64.0,both
16860,68.0,0.8192213081405193,107.0,reply
19138,101.0,0.8144345804793753,103.0,never
21863,308.0,0.8142772765860726,73.0,interested
18456,90.0,0.8059704566467076,103.0,simply
20203,624.0,0.8049892504812133,1.0,languages
11652,299.0,0.7978221040415379,72.0,used
10830,235.0,0.7947341022133327,82.0,computer
10147,257.0,0.7847516028899246,77.0,were
26568,36.0,0.7789518550629875,104.0,company
31152,349.0,0.7778863424011571,60.0,based
41118,134.0,0.7644112423043281,92.0,addresses
1963,278.0,0.7616432492281906,70.0,part
43430,106.0,0.761509241067517,95.0,wish
8485,84.0,0.7584518809437532,97.0,next
10268,127.0,0.7582062259291966,92.0,city
699,225.0,0.7574964534801565,78.0,above
24349,224.0,0.7564508485851068,78.0,received
34912,236.0,0.7557304880596667,76.0,anyone
22681,451.0,0.7495867773962462,35.0,between
13223,102.0,0.7440279417304406,93.0,making
22406,22.0,0.7438077891533031,100.0,product
34936,218.0,0.7367867052381261,76.0,copy
1571,7.0,0.733272871307542,99.0,thousands
18373,127.0,0.7301287065365722,88.0,software
14714,83.0,0.7290339491373996,93.0,visit
33381,173.0,0.7180606827989419,80.0,without
34599,244.0,0.7179794059078022,69.0,system
40580,96.0,0.7178229559176672,90.0,once
25738,282.0,0.7143457422265631,62.0,interest
22216,114.0,0.7116782752280613,87.0,future
11190,83.0,0.7075606467413458,90.0,simple
41525,21.0,0.7066513870871916,95.0,marketing
39355,77.0,0.7030164257999778,90.0,price
2633,327.0,0.7025574071681785,52.0,possible
33085,348.0,0.7024845692636403,48.0,international
26205,366.0,0.6995583950260904,44.0,paper
22703,537.0,0.699072912380745,3.0,papers
13567,49.0,0.6983950347845037,92.0,credit
13058,10.0,0.6965252489559821,94.0,save
42118,214.0,0.6858449206142536,69.0,note
36085,531.0,0.6838436764786928,0.0,linguistic
38922,103.0,0.6810801371591645,84.0,always
23208,117.0,0.6791545141162566,82.0,really
36125,220.0,0.6789554770651518,67.0,working
24596,108.0,0.6783014142345583,83.0,plus
19283,108.0,0.6783014142345583,83.0,sure
27716,38.0,0.6702444273876529,89.0,orders
3012,50.0,0.6699527789329972,88.0,hours
31473,79.0,0.6687218054975868,85.0,down
13977,141.0,0.6664042361184659,77.0,less
25128,27.0,0.6648740715961735,89.0,online
33109,81.0,0.6631267559543235,84.0,personal
30646,88.0,0.6615609976245295,83.0,card
13166,149.0,0.6602823654574252,75.0,major
19991,95.0,0.6602025424804506,82.0,opportunity
18567,6.0,0.6591984614867445,89.0,income
32726,138.0,0.6566408051196677,76.0,required
20259,23.0,0.6558796493313583,88.0,cash
9465,197.0,0.6545792085054558,67.0,while
5871,68.0,0.653293945442707,84.0,life
31881,219.0,0.651458557147661,63.0,found
3414,29.0,0.6511013977488416,87.0,products
38673,108.0,0.6501425298908468,79.0,better
28792,257.0,0.6477839226111959,56.0,html
11403,36.0,0.6472679172833418,86.0,instructions
31341,227.0,0.6470002875920222,61.0,least
36711,58.0,0.6462225704810879,84.0,lists
20903,58.0,0.6462225704810879,84.0,keep
14439,361.0,0.6460764657829476,36.0,word
26135,15.0,0.6458479773893429,87.0,yourself
6758,84.0,0.6441072985106059,81.0,tell
44149,230.0,0.6437392498591941,60.0,provide
40800,42.0,0.6433161125822352,85.0,month
43107,166.0,0.6428915937905018,70.0,under
1758,26.0,0.642423632709907,86.0,live
38729,279.0,0.6409242623512833,51.0,page
14121,7.0,0.6370276043210383,86.0,hundreds
14331,164.0,0.6340815950328964,69.0,others
34264,15.0,0.6310948968582579,85.0,million
6970,109.0,0.6299587963558758,76.0,believe
3746,124.0,0.6296330331066321,74.0,little
16790,205.0,0.6231912081662427,61.0,several
21131,181.0,0.6177604999122882,64.0,limited
11322,180.0,0.6167187434240429,64.0,experience
19136,183.0,0.6131525347094369,63.0,still
14679,113.0,0.6125577648606486,73.0,real
7827,225.0,0.6121788891003429,56.0,important
31529,112.0,0.6116501269420581,73.0,letter
2384,111.0,0.6107447395042438,73.0,additional
15280,14.0,0.6086933250627644,82.0,market
24238,48.0,0.6034095748084929,79.0,return
170,173.0,0.6027319277887005,63.0,details
4189,327.0,0.5993099916982096,35.0,second
25584,72.0,0.5989710324733318,76.0,amount
1599,88.0,0.5976888717172131,74.0,show
19096,158.0,0.5940857792972198,64.0,looking
20264,204.0,0.5891840535378917,56.0,another
39621,27.0,0.5842138912972407,78.0,success
18855,357.0,0.5837315693937454,26.0,words
6613,140.0,0.582869126855262,65.0,able
40597,265.0,0.5809187795471095,44.0,thanks
7513,158.0,0.5805504326324047,62.0,change
897,18.0,0.5804608702547353,78.0,dollars
477,11.0,0.5784436675591703,78.0,sales
36594,72.0,0.5775489869182205,73.0,programs
8227,318.0,0.5766926279120991,33.0,book
446,115.0,0.5726154052270094,67.0,high
14074,432.0,0.5721160507536304,5.0,conference
31566,262.0,0.5712143445420073,43.0,given
8530,30.0,0.5710570310323001,76.0,everything
37068,311.0,0.5682858336329221,33.0,case
32219,284.0,0.5661469563390165,38.0,text
37907,52.0,0.5626948810727899,73.0,immediately
24479,203.0,0.5619284342998776,52.0,long
5426,49.0,0.5606449603344863,73.0,hour
1682,116.0,0.5596845530749898,65.0,soon
31696,246.0,0.5590241312131887,44.0,since
18317,92.0,0.5587741016084982,68.0,weeks
29335,135.0,0.5574110888143977,62.0,names
6236,11.0,0.5562882667168397,75.0,bulk
16599,50.0,0.5541003886570735,72.0,print
40960,201.0,0.5532141183819828,51.0,area
22116,291.0,0.5503104603671305,34.0,three
19499,15.0,0.5499985805644565,74.0,purchase
44294,192.0,0.5498975166472446,52.0,course
36459,118.0,0.5477504904537336,63.0,complete
44621,402.0,0.5468052164506799,8.0,department
44035,94.0,0.5464849920610877,66.0,follow
40423,84.0,0.5448126113967197,67.0,code
39094,96.0,0.5412601144676797,65.0,someone
31191,345.0,0.5412210664097332,21.0,general
6872,62.0,0.5412146990934197,69.0,offers
75,145.0,0.5402330779328055,58.0,results
8945,130.0,0.5387924199826143,60.0,hard
21182,85.0,0.5386136637028704,66.0,else
12758,74.0,0.5364424532645041,67.0,reports
23386,87.0,0.5333009202521738,65.0,access
15781,60.0,0.5325361588450277,68.0,search
25154,94.0,0.5324642820970296,64.0,until
1750,86.0,0.5324311438463971,65.0,works
36091,100.0,0.5309067840256474,63.0,office
6500,100.0,0.5309067840256474,63.0,going
5505,220.0,0.5293579621169366,44.0,example
20656,127.0,0.5289899399450088,59.0,request
31391,55.0,0.528822243276801,68.0,nothing
11080,105.0,0.5285605677870946,62.0,already
10593,235.0,0.5275438140472828,41.0,either
33136,4.0,0.5258826236684601,71.0,selling
7612,46.0,0.5224851997658612,68.0,services
30263,9.0,0.5189413825073572,70.0,advertising
33353,221.0,0.5178038617829417,42.0,might
17069,58.0,0.5166957501940938,66.0,family
41988,159.0,0.5144610912392166,52.0,level
25181,145.0,0.5132283998425765,54.0,members
34906,138.0,0.5127991814262411,55.0,person
1845,159.0,0.5078043779221822,51.0,fact
11072,10.0,0.5043740088360408,68.0,guarantee
25899,148.0,0.5029081132512055,52.0,four
1451,67.0,0.5023142519584789,63.0,accept
16859,23.0,0.5017339443101078,67.0,anywhere
33544,36.0,0.5015379319986114,66.0,started
20100,19.0,0.4999611168119588,67.0,financial
11545,102.0,0.4979908579118534,58.0,small
20429,12.0,0.4975003290244051,67.0,yours
42382,246.0,0.4970050216149937,34.0,however
26506,230.0,0.4967934549282443,37.0,title
3557,159.0,0.4945242376097052,49.0,account
17514,74.0,0.49391876748248204,61.0,times
3586,46.0,0.4936065239022001,64.0,everyone
24572,55.0,0.4929356997948665,63.0,remember
12502,370.0,0.4888721541455669,4.0,discussion
15064,119.0,0.4868925631499952,54.0,support
44375,69.0,0.4826491870323894,60.0,true
14090,91.0,0.4808239131089642,57.0,anything
10832,199.0,0.4801011389587641,40.0,knowledge
16518,56.0,0.4793727567352648,61.0,bank
42616,34.0,0.4785189677093086,63.0,choose
31646,141.0,0.475501151329528,49.0,short
31515,2.0,0.47419112499537297,64.0,sell
22299,106.0,0.4741653497244868,54.0,done
33688,58.0,0.4737735794571366,60.0,total
36322,17.0,0.4697608246938132,63.0,checks
14,121.0,0.4684500003236174,51.0,ready
42282,266.0,0.4671409459567066,25.0,related
1582,82.0,0.4656824850604824,56.0,potential
15007,203.0,0.4656580145052866,37.0,american
18407,63.0,0.4635173397824697,58.0,report
44615,19.0,0.4632538645592926,62.0,package
4736,129.0,0.4630550744299266,49.0,process
41663,222.0,0.4627277274533361,33.0,field
35618,114.0,0.46144292199209397,51.0,dear
28391,1.0,0.4596065937706747,62.0,amazing
31335,83.0,0.4595809451975515,55.0,response
17032,186.0,0.4590284612939423,39.0,position
19886,24.0,0.4583079326878613,61.0,friends
39370,95.0,0.4567503326646155,53.0,hand
3145,129.0,0.4563177288107244,48.0,open
41853,70.0,0.4551874246935024,56.0,learn
17799,70.0,0.4551874246935024,56.0,doing
24036,114.0,0.4546230079826068,50.0,write
34529,73.0,0.450719121246255,55.0,info
41063,141.0,0.4488114608243252,45.0,telephone
24423,171.0,0.4486598169725504,40.0,group
1695,209.0,0.4475742952245365,33.0,point
33336,84.0,0.4465196950355365,53.0,thought
21840,112.0,0.4458102977173125,49.0,past
42944,83.0,0.4456065283362035,53.0,file
19393,284.0,0.4439584324033475,17.0,john
12930,160.0,0.4429956083787941,41.0,problem
855,45.0,0.4424764240610504,57.0,months
7820,287.0,0.4422426773671698,16.0,data
38272,63.0,0.4422209596645633,55.0,website
32754,278.0,0.4420427265054109,18.0,study
1421,44.0,0.4417570434052966,57.0,sending
28485,139.0,0.4400414130605773,44.0,around
28852,341.0,0.4391538487367877,0.0,theory
42956,324.0,0.4386968322942879,6.0,analysis
40294,237.0,0.4381141722170675,26.0,systems
18138,57.0,0.437327122648632,55.0,away
19382,123.0,0.4366595219543924,46.0,something
30406,22.0,0.4353529026196621,58.0,legal
40838,75.0,0.4313991969860565,52.0,answer
24929,38.0,0.43036158856507534,56.0,allows
3777,136.0,0.43020955082612544,43.0,large
15952,334.0,0.4301389603462965,0.0,syntax
27392,134.0,0.428086420216684,43.0,later
9319,162.0,0.425726580671822,38.0,electronic
12465,206.0,0.4255540235294325,30.0,question
20236,104.0,0.4241993673454276,47.0,direct
13552,172.0,0.424065498625732,36.0,single
4040,219.0,0.4226304101511452,27.0,present
35722,37.0,0.42245918686934414,55.0,ordering
25794,109.0,0.4223852999153501,46.0,along
41006,35.0,0.4211258141562781,55.0,fill
17202,325.0,0.4205125594302903,1.0,speakers
9904,42.0,0.4187331445088927,54.0,exactly
10366,68.0,0.4182083606627817,51.0,thing
39281,29.0,0.417341876953365,55.0,added
21613,147.0,0.4156958005793841,39.0,technology
17212,122.0,0.41546509693146094,43.0,reading
30682,5.0,0.41484279073009056,56.0,millions
40545,232.0,0.4144114435591543,23.0,copies
36538,54.0,0.4135603728406002,52.0,easily
5383,120.0,0.41338245041862215,43.0,included
30186,149.0,0.4113582130085154,38.0,directly
27525,17.0,0.4110146147456745,55.0,receiving
1754,203.0,0.4097826654037903,28.0,whether
6182,28.0,0.4094708324637135,54.0,step
33612,207.0,0.4084146805819757,27.0,current
39563,94.0,0.4075126128292077,46.0,matter
39572,23.0,0.406635010607678,54.0,capital
13526,42.0,0.4043505607330599,52.0,completely
42778,42.0,0.4043505607330599,52.0,charge
33795,103.0,0.4027526654358082,44.0,things
13925,49.0,0.40247331554571103,51.0,link
37650,28.0,0.4021986184510559,53.0,advantage
10874,27.0,0.401602308846093,53.0,adult
161,79.0,0.40012797715597975,47.0,reason
6381,79.0,0.40012797715597975,47.0,country
39555,300.0,0.39947285378193603,4.0,studies
29575,33.0,0.3980955133829017,52.0,visa
40246,32.0,0.3974427318522883,52.0,sites
28548,222.0,0.39649837271587857,22.0,pages
30129,75.0,0.3964366858461245,47.0,listed
15935,188.0,0.3921924652808165,28.0,wide
40170,197.0,0.3905315789345918,26.0,together
3600,68.0,0.39010702263963537,47.0,share
12513,66.0,0.3883315376701684,47.0,comes
42361,49.0,0.38819969668953896,49.0,paid
13565,65.0,0.3874496597349581,47.0,seen
13171,27.0,0.3870553948043043,51.0,chance
27183,12.0,0.3869739135031569,52.0,enter
5193,1.0,0.38542544242560745,52.0,toll
6,125.0,0.3853186996217916,38.0,asked
10866,5.0,0.3852465885817623,52.0,huge
38878,2.0,0.3852236030862433,52.0,earn
43060,45.0,0.3850824905684839,49.0,effort
12966,165.0,0.3843348106484815,31.0,post
10729,68.0,0.3831008176755946,46.0,understand
35198,32.0,0.3829614847638802,50.0,video
733,59.0,0.3822457165957864,47.0,rate
39605,58.0,0.3813937853826973,47.0,action
36639,11.0,0.3792679827204209,51.0,proven
3601,86.0,0.37911760715114295,43.0,street
41891,244.0,0.3781332989916287,14.0,held
25077,6.0,0.3779880688200876,51.0,guaranteed
16587,3.0,0.3777435388667592,51.0,mailings
24203,34.0,0.3770770871531824,49.0,join
24571,61.0,0.3769176851368337,46.0,payable
618,164.0,0.3768795491205852,30.0,main
37760,117.0,0.3768064148930899,38.0,having
20610,152.0,0.3759451442721172,32.0,minutes
29678,32.0,0.3757265815690845,49.0,extra
40726,173.0,0.3747292001937629,28.0,original
35963,133.0,0.3742376125767402,35.0,includes
33486,245.0,0.3739808986890972,13.0,natural
37654,289.0,0.37218610640742417,0.0,deadline
13196,9.0,0.3712814754281061,50.0,lose
18110,36.0,0.3712566823650453,48.0,coming
33142,288.0,0.3708982652087826,0.0,grammar
24604,3.0,0.3703358196426104,50.0,customers
16071,84.0,0.3703009186127443,42.0,section
23780,134.0,0.3688094122546551,34.0,local
37526,66.0,0.3673041271735,44.0,successful
7711,15.0,0.3661129457102978,49.0,companies
35892,125.0,0.365526519583226,35.0,kind
36242,279.0,0.3647569051629613,2.0,issues
11231,246.0,0.3646442757081665,11.0,submission
34654,26.0,0.3646438657321176,48.0,effective
13311,78.0,0.364531020045798,42.0,travel
1638,85.0,0.364406547522767,41.0,method
25115,70.0,0.3639681222616804,43.0,allow
40685,265.0,0.3637840971980423,6.0,invited
38555,0.0,0.3636920954114684,49.0,profits
22885,8.0,0.3636361638479009,49.0,fresh
43900,275.0,0.36345879645635343,3.0,speech
25465,261.0,0.3634317015854512,7.0,students
32651,104.0,0.3631907050364848,38.0,break
25436,162.0,0.3620149814676673,28.0,especially
18551,80.0,0.3595497572397825,41.0,enough
21403,279.0,0.3593076944210081,0.0,abstract
1461,16.0,0.3592283573786712,48.0,hello
40995,233.0,0.35908971146172736,13.0,published
35231,93.0,0.35870071269098225,39.0,become
43347,37.0,0.3575826017281902,46.0,latest
36078,158.0,0.35741305343421537,28.0,problems
20099,277.0,0.3567320120237249,0.0,structure
37688,7.0,0.3560155667282631,48.0,sold
5374,6.0,0.3558140356738201,48.0,waiting
13074,2.0,0.3555731379659394,48.0,advertise
33127,224.0,0.35340417671562,14.0,reference
14115,73.0,0.35287216153050205,41.0,against
24070,205.0,0.3526766551755721,18.0,processing
13134,48.0,0.35180250217350284,44.0,needed
9025,48.0,0.35180250217350284,44.0,plan
22488,198.0,0.3499993378131617,19.0,accepted
5038,62.0,0.3497097111372903,42.0,happy
26840,36.0,0.3496667489853357,45.0,costs
42814,172.0,0.3488903753885817,24.0,forms
15178,0.0,0.3488475200885513,47.0,bonus
11755,177.0,0.34869690526995223,23.0,specific
34557,241.0,0.34809412989949645,9.0,registration
3890,270.0,0.3477171236332337,0.0,committee
7321,41.0,0.34624348124449145,44.0,leave
43778,31.0,0.34614191675659806,45.0,living
15708,169.0,0.3453669103809057,24.0,york
23879,17.0,0.3450570209723045,46.0,decide
18297,72.0,0.3450025468662677,40.0,postal
7783,38.0,0.343962764952021,44.0,turn
3287,13.0,0.3432383817842195,46.0,security
13289,12.0,0.3428373317766697,46.0,freedom
25844,69.0,0.3421808530346249,40.0,multi
35882,201.0,0.3420642184114769,17.0,various
33602,83.0,0.3418943475172476,38.0,self
35698,53.0,0.34181774828472195,42.0,almost
16981,7.0,0.3412481651287347,46.0,shipping
38650,75.0,0.3409540753355673,39.0,files
5453,60.0,0.3409141558148457,41.0,states
460,67.0,0.3403170898221199,40.0,payment
31977,131.0,0.3395567653974302,30.0,methods
28323,131.0,0.3395567653974302,30.0,called
28406,66.0,0.3393906337305795,40.0,finally
33939,50.0,0.33927420932591784,42.0,stop
1543,259.0,0.3391335389487853,2.0,science
14571,80.0,0.338937557667208,38.0,mind
13283,221.0,0.33881446653092,12.0,particular
9150,18.0,0.3382478896695389,45.0,absolutely
4685,30.0,0.33823814631128696,44.0,suite
33764,216.0,0.33804312235437645,13.0,applications
7140,14.0,0.3363247238429168,45.0,delivery
36429,261.0,0.3361265528454592,0.0,workshop
6526,97.0,0.3357733151056805,35.0,actually
25476,26.0,0.3356063028538032,44.0,friend
23131,12.0,0.3354866889251746,45.0,risk
24765,36.0,0.3352993570249361,43.0,news
32519,69.0,0.3352452111178692,39.0,hear
32778,7.0,0.3338658305891985,45.0,advertisement
43498,217.0,0.3338520275485927,12.0,june
9454,188.0,0.3320869168423782,18.0,school
38068,167.0,0.3308131627441072,22.0,content
36075,48.0,0.33051820310991625,41.0,professional
4576,252.0,0.3301677928089439,2.0,references
16006,256.0,0.3296873468522512,0.0,linguist
39487,26.0,0.3283566648144189,43.0,mastercard
26513,76.0,0.3281635865185052,37.0,sources
40935,184.0,0.3272580977135888,18.0,volume
3638,52.0,0.3268506237164128,40.0,control
20817,52.0,0.3268506237164128,40.0,united
289,249.0,0.32632574658530217,2.0,development
39300,33.0,0.3259212618800902,42.0,worth
22767,3.0,0.3258964498433837,44.0,unlimited
27211,227.0,0.32546704935867576,8.0,topics
33093,32.0,0.325204512999325,42.0,build
21174,214.0,0.3247621221087883,11.0,april
17990,96.0,0.32132477574695784,33.0,whole
20196,249.0,0.32067245846176,0.0,abstracts
22348,11.0,0.3203944228653658,43.0,wait
6239,183.0,0.3202205782986177,17.0,final
35468,35.0,0.3202050168232719,41.0,move
3786,81.0,0.3194366217464977,35.0,class
15747,182.0,0.3190105752236656,17.0,participants
7602,5.0,0.3186863137236498,43.0,mails
17975,66.0,0.3185606376343895,37.0,feel
17443,71.0,0.3164323388832819,36.0,quality
22820,39.0,0.3161100055359526,40.0,getting
20483,17.0,0.3158018268268803,42.0,love
18300,77.0,0.31545000535150225,35.0,letters
22855,103.0,0.3154377921715126,31.0,hope
33480,16.0,0.3152901530096964,42.0,exciting
4800,46.0,0.3146809357257137,39.0,goal
32896,27.0,0.3145332689697511,41.0,pass
976,27.0,0.3145332689697511,41.0,increase
22522,192.0,0.3140340875620682,14.0,submit
29458,125.0,0.3135472890728417,27.0,provided
41295,35.0,0.3130347728981958,40.0,entire
35247,243.0,0.3129454112699103,0.0,semantics
18624,130.0,0.31280243216000797,26.0,basis
44033,200.0,0.3128005864385668,12.0,rather
15813,52.0,0.3127711910542654,38.0,participate
32539,10.0,0.3126659069059061,42.0,delete
21377,81.0,0.3126358884872838,34.0,makes
2480,241.0,0.3126030508619645,1.0,linguists
16075,190.0,0.3115828702252218,14.0,written
22718,1.0,0.31125339617516196,42.0,investment
38106,111.0,0.31095812064774897,29.0,attention
13129,79.0,0.3106249105180245,34.0,road
6151,189.0,0.3103577243381145,14.0,march
24528,127.0,0.3094059505298832,26.0,series
25907,63.0,0.30880621271486136,36.0,taking
41298,183.0,0.3086978952635091,15.0,issue
37418,77.0,0.3086246213900236,34.0,initial
5190,47.0,0.3084513505557903,38.0,play
16191,235.0,0.3083997201263847,2.0,summary
14211,158.0,0.30805192180988145,20.0,review
18095,46.0,0.3076040157062467,38.0,trying
19507,54.0,0.3075233857785156,37.0,takes
8709,45.0,0.30676258277501256,38.0,rest
22763,207.0,0.30550153452103945,9.0,david
24811,24.0,0.30532868975444144,40.0,sincerely
37648,237.0,0.30521836407806063,0.0,discourse
12845,99.0,0.30453689462183176,30.0,third
9960,218.0,0.30429073516431226,6.0,aspects
2714,86.0,0.3042118192071496,32.0,numbers
2052,58.0,0.30416120953580417,36.0,power
5955,214.0,0.3041265002667438,7.0,author
1210,22.0,0.30407379889950104,40.0,seven
25460,79.0,0.30382635654403445,33.0,upon
7078,178.0,0.302608712444562,15.0,college
1683,30.0,0.3021795010059779,39.0,signature
20917,55.0,0.30142469626697194,36.0,starting
31489,96.0,0.3013338394338203,30.0,america
14747,53.0,0.2996231260156387,36.0,shows
41825,135.0,0.2995927414852861,23.0,format
31723,94.0,0.2992076405495502,30.0,bring
25401,178.0,0.2969024665540235,14.0,social
18742,226.0,0.2968791381652129,2.0,acquisition
6395,65.0,0.2968726343829521,34.0,deal
33969,104.0,0.2967692471865664,28.0,selected
30081,6.0,0.2967173465816573,40.0,watch
20051,6.0,0.2967173465816573,40.0,dollar
27910,85.0,0.2964507593132376,31.0,necessary
6497,1.0,0.2964204620241951,40.0,secrets
43414,3.0,0.2962780234247516,40.0,profitable
7605,20.0,0.29559683600454306,39.0,fast
42886,55.0,0.2944405559998118,35.0,requested
30403,228.0,0.2936277932902862,0.0,theoretical
9546,101.0,0.2935058071285909,28.0,known
11774,15.0,0.2928414057894373,39.0,powerful
25675,160.0,0.29249875766022443,17.0,national
43775,100.0,0.29242121566658075,28.0,currently
8059,14.0,0.29234643203330835,39.0,laws
25913,60.0,0.29212025661448004,34.0,require
20590,222.0,0.29175977202794884,2.0,institute
38107,11.0,0.29099748758943145,39.0,miss
4661,86.0,0.2907818622997416,30.0,probably
24056,58.0,0.2902465720557723,34.0,designed
27831,58.0,0.2902465720557723,34.0,sign
4195,9.0,0.2902304351273676,39.0,cards
6278,225.0,0.2897642696943614,0.0,lexical
8902,78.0,0.28925460189684443,31.0,idea
24286,1.0,0.28900421977347723,39.0,tips
14051,185.0,0.2887948145502926,11.0,recent
35209,216.0,0.2881233504527358,3.0,areas
14781,89.0,0.2872565953280711,29.0,sound
39688,129.0,0.286416500083135,22.0,means
19765,134.0,0.285982747963473,21.0,writing
40369,154.0,0.2853082074390864,17.0,history
12775,26.0,0.28495573013408915,37.0,unique
31390,73.0,0.2841915561409277,31.0,public
28627,127.0,0.2841112473145129,22.0,though
13018,12.0,0.2840864143702691,38.0,worldwide
16271,43.0,0.2838540702778413,35.0,mailed
43176,157.0,0.2829975949152616,16.0,standard
44528,5.0,0.2817328290487699,38.0,monthly
4867,151.0,0.2817201379220243,17.0,range
7745,21.0,0.2816705147644316,37.0,automatically
24734,1.0,0.28158813797940996,38.0,businesses
21464,77.0,0.2814722890600108,30.0,minute
32857,63.0,0.28116578425679084,32.0,choice
32607,55.0,0.2805064867751992,33.0,size
1953,46.0,0.2793870508042491,34.0,took
32260,46.0,0.2793870508042491,34.0,select
4552,17.0,0.2793001193760019,37.0,truly
30784,28.0,0.2791554296725951,36.0,error
3725,28.0,0.2791554296725951,36.0,meet
14454,16.0,0.2787499399070956,37.0,generate
43545,16.0,0.2787499399070956,37.0,discover
25341,67.0,0.2782114885840505,31.0,changes
36045,36.0,0.2780808035884431,35.0,wanted
43564,52.0,0.27774579146982525,33.0,house
33679,44.0,0.2776504353658487,34.0,connection
13037,110.0,0.2774614016134505,24.0,five
16021,13.0,0.2772185846190315,37.0,competition
25884,115.0,0.2767098438338533,23.0,responses
13012,192.0,0.27645965354693625,7.0,length
42637,85.0,0.2763675751071121,28.0,involved
20222,50.0,0.2759291363811384,33.0,talking
29913,31.0,0.2741884180128992,35.0,doubt
28201,4.0,0.2741730137385708,37.0,engines
11826,4.0,0.2741730137385708,37.0,bills
12478,211.0,0.2740873833823517,1.0,french
16274,95.0,0.2738603880238619,26.0,recently
